注文番号,販売日,店舗,商品コード,商品名,カテゴリ,カラー,サイズ,定価,販売価格,数量,売上金額,値引額,値引率,販売チャネル
ORD-202609-01073,2026/09/09,表参道店,SH-002,SUEDE BOOTS,SHOES,BLACK,L,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01102,2026/09/09,表参道店,TP-001,BASIC TEE,TOPS,WHITE,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01159,2026/09/09,新宿店,AC-001,WOOL CAP,ACCESSORY,GRAY,M,500,500,1,500,0,0.0,店舗
ORD-202609-01166,2026/09/09,EC,AC-002,SILK SCARF,ACCESSORY,GRAY,S,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-01257,2026/09/09,EC,TP-001,BASIC TEE,TOPS,BLACK,XL,1400,1050,1,1050,350,0.25,オンライン
ORD-202609-01360,2026/09/09,新宿店,PT-001,SLIM PANTS,PANTS,BLACK,M,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01396,2026/09/09,大阪店,JK-004,DENIM JACKET,JACKET,WHITE,L,5000,5000,1,5000,0,0.0,店舗
ORD-202609-01399,2026/09/09,表参道店,TP-001,BASIC TEE,TOPS,NAVY,M,1400,1050,2,2100,700,0.25,店舗
ORD-202609-01417,2026/09/09,EC,SH-001,LOW SNEAKER,SHOES,BLACK,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-01453,2026/09/09,表参道店,OT-002,CHESTER COAT,OUTER,WHITE,L,6700,6700,1,6700,0,0.0,店舗
ORD-202609-01531,2026/09/09,EC,SH-001,LOW SNEAKER,SHOES,NAVY,S,2400,2160,1,2160,240,0.1,オンライン
ORD-202609-01688,2026/09/09,表参道店,OT-002,CHESTER COAT,OUTER,BLACK,L,6700,5700,1,5700,1000,0.15,店舗
ORD-202609-01718,2026/09/09,EC,BG-001,TOTE BAG,BAG,BLACK,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01720,2026/09/09,表参道店,AC-003,LEATHER BELT,ACCESSORY,BLACK,M,1000,1000,1,1000,0,0.0,店舗
ORD-202609-01781,2026/09/09,EC,AC-001,WOOL CAP,ACCESSORY,NAVY,L,500,380,1,380,120,0.25,オンライン
ORD-202609-01878,2026/09/09,表参道店,AC-002,SILK SCARF,ACCESSORY,BLACK,M,1000,1000,1,1000,0,0.0,店舗
ORD-202609-01988,2026/09/09,大阪店,PT-002,WIDE PANTS,PANTS,BLACK,S,1800,1260,1,1260,540,0.3,店舗
ORD-202609-02008,2026/09/09,EC,PT-001,SLIM PANTS,PANTS,BLACK,L,1800,1440,1,1440,360,0.2,オンライン
ORD-202609-02129,2026/09/09,EC,PT-001,SLIM PANTS,PANTS,NAVY,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02161,2026/09/09,EC,BG-005,BACKPACK,BAG,BEIGE,L,3800,3800,1,3800,0,0.0,オンライン
ORD-202609-02234,2026/09/09,EC,JK-001,TECH JACKET,JACKET,KHAKI,XL,4500,4500,2,9000,0,0.0,オンライン
ORD-202609-02248,2026/09/09,EC,OT-005,BALMACAAN COAT,OUTER,WHITE,M,6700,6700,1,6700,0,0.0,オンライン
ORD-202609-02255,2026/09/09,新宿店,AC-002,SILK SCARF,ACCESSORY,BLACK,S,1000,800,2,1600,400,0.2,店舗
ORD-202609-02268,2026/09/09,EC,AC-001,WOOL CAP,ACCESSORY,GRAY,M,500,500,1,500,0,0.0,オンライン
ORD-202609-02270,2026/09/09,EC,TP-003,BAND COLLAR SHIRT,TOPS,BEIGE,M,1400,980,1,980,420,0.3,オンライン
ORD-202609-02307,2026/09/09,新宿店,KN-001,WOOL KNIT,KNIT,BEIGE,L,2500,2500,2,5000,0,0.0,店舗
ORD-202609-02373,2026/09/09,大阪店,PT-002,WIDE PANTS,PANTS,KHAKI,M,1800,1620,1,1620,180,0.1,店舗
ORD-202609-02553,2026/09/09,EC,KN-001,WOOL KNIT,KNIT,WHITE,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-02558,2026/09/09,EC,OT-001,WOOL COAT,OUTER,KHAKI,L,6200,4960,1,4960,1240,0.2,オンライン
ORD-202609-02563,2026/09/09,EC,JK-004,DENIM JACKET,JACKET,BLACK,S,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-02572,2026/09/09,EC,OT-002,CHESTER COAT,OUTER,BEIGE,M,6700,5020,1,5020,1680,0.25,オンライン
ORD-202609-02596,2026/09/09,新宿店,AC-003,LEATHER BELT,ACCESSORY,BLACK,L,1000,1000,1,1000,0,0.0,店舗
ORD-202609-02625,2026/09/09,表参道店,SH-001,LOW SNEAKER,SHOES,BLACK,L,2400,2400,2,4800,0,0.0,店舗
ORD-202609-02757,2026/09/09,表参道店,OT-003,MOD COAT,OUTER,NAVY,L,5200,5200,1,5200,0,0.0,店舗
ORD-202609-02802,2026/09/09,EC,KN-001,WOOL KNIT,KNIT,BLACK,S,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-02830,2026/09/09,大阪店,AC-001,WOOL CAP,ACCESSORY,WHITE,L,500,500,1,500,0,0.0,店舗
ORD-202609-02849,2026/09/09,EC,SH-001,LOW SNEAKER,SHOES,KHAKI,XL,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02850,2026/09/09,EC,PT-001,SLIM PANTS,PANTS,BLACK,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02854,2026/09/09,EC,TP-001,BASIC TEE,TOPS,BLACK,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02862,2026/09/09,新宿店,TP-004,DRY TEE,TOPS,BEIGE,M,1400,1400,1,1400,0,0.0,店舗
ORD-202609-02885,2026/09/09,大阪店,OT-003,MOD COAT,OUTER,KHAKI,M,5200,3900,2,7800,2600,0.25,店舗
ORD-202609-02899,2026/09/09,EC,PT-002,WIDE PANTS,PANTS,BEIGE,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02916,2026/09/09,新宿店,OT-001,WOOL COAT,OUTER,NAVY,L,6200,5580,1,5580,620,0.1,店舗
ORD-202609-02928,2026/09/09,表参道店,SH-001,LOW SNEAKER,SHOES,WHITE,M,2400,1800,1,1800,600,0.25,店舗
ORD-202609-02975,2026/09/09,大阪店,BG-002,SHOULDER BAG,BAG,NAVY,L,3300,3300,1,3300,0,0.0,店舗
ORD-202609-00090,2026/09/10,EC,JK-001,TECH JACKET,JACKET,BEIGE,M,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-00138,2026/09/10,大阪店,SH-001,LOW SNEAKER,SHOES,NAVY,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00165,2026/09/10,新宿店,BG-004,MINI POUCH,BAG,WHITE,XL,3800,3800,1,3800,0,0.0,店舗
ORD-202609-00167,2026/09/10,EC,OT-001,WOOL COAT,OUTER,WHITE,M,6200,6200,1,6200,0,0.0,オンライン
ORD-202609-00297,2026/09/10,新宿店,KN-001,WOOL KNIT,KNIT,WHITE,XL,2500,2500,3,7500,0,0.0,店舗
ORD-202609-00345,2026/09/10,EC,AC-003,LEATHER BELT,ACCESSORY,BLACK,XL,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-00348,2026/09/10,新宿店,BG-001,TOTE BAG,BAG,BEIGE,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00458,2026/09/10,EC,BG-002,SHOULDER BAG,BAG,BLACK,S,3300,2970,1,2970,330,0.1,オンライン
ORD-202609-00474,2026/09/10,新宿店,BG-002,SHOULDER BAG,BAG,BLACK,XL,3300,2310,1,2310,990,0.3,店舗
ORD-202609-00493,2026/09/10,EC,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,1,4500,0,0.0,オンライン
ORD-202609-00498,2026/09/10,EC,PT-003,TAPERED PANTS,PANTS,NAVY,L,2800,2800,1,2800,0,0.0,オンライン
ORD-202609-00531,2026/09/10,EC,JK-001,TECH JACKET,JACKET,BEIGE,M,4500,4050,1,4050,450,0.1,オンライン
ORD-202609-00548,2026/09/10,EC,TP-003,BAND COLLAR SHIRT,TOPS,GRAY,L,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-00560,2026/09/10,新宿店,OT-001,WOOL COAT,OUTER,NAVY,S,6200,6200,2,12400,0,0.0,店舗
ORD-202609-00570,2026/09/10,大阪店,TP-001,BASIC TEE,TOPS,BLACK,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00613,2026/09/10,EC,OT-004,STAND COAT,OUTER,NAVY,S,7200,6480,1,6480,720,0.1,オンライン
ORD-202609-00684,2026/09/10,EC,BG-001,TOTE BAG,BAG,BEIGE,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00720,2026/09/10,新宿店,KN-003,CREW KNIT,KNIT,BEIGE,L,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00743,2026/09/10,EC,PT-001,SLIM PANTS,PANTS,NAVY,M,1800,1260,1,1260,540,0.3,オンライン
ORD-202609-00807,2026/09/10,大阪店,OT-001,WOOL COAT,OUTER,BEIGE,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00810,2026/09/10,表参道店,KN-003,CREW KNIT,KNIT,BLACK,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00840,2026/09/10,大阪店,KN-002,CABLE KNIT,KNIT,BLACK,M,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00854,2026/09/10,EC,SH-001,LOW SNEAKER,SHOES,BLACK,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-00859,2026/09/10,EC,OT-003,MOD COAT,OUTER,WHITE,L,5200,5200,3,15600,0,0.0,オンライン
ORD-202609-00884,2026/09/10,表参道店,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,2,9000,0,0.0,店舗
ORD-202609-00902,2026/09/10,表参道店,BG-001,TOTE BAG,BAG,NAVY,M,1800,1260,1,1260,540,0.3,店舗
ORD-202609-00910,2026/09/10,新宿店,AC-003,LEATHER BELT,ACCESSORY,NAVY,S,1000,1000,1,1000,0,0.0,店舗
ORD-202609-00951,2026/09/10,表参道店,OT-001,WOOL COAT,OUTER,NAVY,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00985,2026/09/10,大阪店,SH-002,SUEDE BOOTS,SHOES,WHITE,L,2400,2040,2,4080,720,0.15,店舗
ORD-202609-01020,2026/09/10,EC,KN-001,WOOL KNIT,KNIT,WHITE,M,2500,2500,3,7500,0,0.0,オンライン
ORD-202609-01039,2026/09/10,表参道店,JK-001,TECH JACKET,JACKET,WHITE,L,4500,4500,2,9000,0,0.0,店舗
ORD-202609-01067,2026/09/10,EC,SH-003,CHUKKA BOOTS,SHOES,NAVY,S,3900,3900,1,3900,0,0.0,オンライン
ORD-202609-01096,2026/09/10,EC,PT-003,TAPERED PANTS,PANTS,BEIGE,L,2800,1960,1,1960,840,0.3,オンライン
ORD-202609-01149,2026/09/10,表参道店,BG-002,SHOULDER BAG,BAG,KHAKI,M,3300,3300,1,3300,0,0.0,店舗
ORD-202609-01180,2026/09/10,EC,BG-002,SHOULDER BAG,BAG,BEIGE,S,3300,2970,1,2970,330,0.1,オンライン
ORD-202609-01192,2026/09/10,EC,AC-001,WOOL CAP,ACCESSORY,GRAY,XL,500,500,1,500,0,0.0,オンライン
ORD-202609-01196,2026/09/10,大阪店,PT-003,TAPERED PANTS,PANTS,BLACK,L,2800,2800,2,5600,0,0.0,店舗
ORD-202609-01201,2026/09/10,新宿店,JK-003,QUILTED JACKET,JACKET,BLACK,M,5000,5000,1,5000,0,0.0,店舗
ORD-202609-01207,2026/09/10,表参道店,JK-001,TECH JACKET,JACKET,BLACK,M,4500,4050,1,4050,450,0.1,店舗
ORD-202609-01234,2026/09/10,新宿店,SH-002,SUEDE BOOTS,SHOES,BLACK,XL,2400,2400,1,2400,0,0.0,店舗
ORD-202609-01239,2026/09/10,大阪店,KN-003,CREW KNIT,KNIT,GRAY,S,2000,2000,3,6000,0,0.0,店舗
ORD-202609-01263,2026/09/10,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,500,1,500,0,0.0,オンライン
ORD-202609-01326,2026/09/10,EC,BG-003,2WAY BAG,BAG,NAVY,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01359,2026/09/10,大阪店,OT-001,WOOL COAT,OUTER,GRAY,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01416,2026/09/10,大阪店,JK-005,MDS JACKET,JACKET,GRAY,M,4000,3200,1,3200,800,0.2,店舗
ORD-202609-01456,2026/09/10,大阪店,JK-001,TECH JACKET,JACKET,GRAY,S,4500,4500,3,13500,0,0.0,店舗
ORD-202609-01524,2026/09/10,新宿店,TP-001,BASIC TEE,TOPS,NAVY,L,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01578,2026/09/10,新宿店,JK-003,QUILTED JACKET,JACKET,BEIGE,M,5000,5000,1,5000,0,0.0,店舗
ORD-202609-01625,2026/09/10,EC,KN-001,WOOL KNIT,KNIT,BLACK,S,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01656,2026/09/10,EC,BG-001,TOTE BAG,BAG,NAVY,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01687,2026/09/10,大阪店,OT-004,STAND COAT,OUTER,BLACK,S,7200,7200,1,7200,0,0.0,店舗
ORD-202609-01702,2026/09/10,大阪店,KN-003,CREW KNIT,KNIT,BEIGE,XL,2000,2000,1,2000,0,0.0,店舗
ORD-202609-01765,2026/09/10,表参道店,KN-002,CABLE KNIT,KNIT,NAVY,L,2000,2000,2,4000,0,0.0,店舗
ORD-202609-01767,2026/09/10,EC,KN-001,WOOL KNIT,KNIT,GRAY,XL,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01825,2026/09/10,EC,KN-001,WOOL KNIT,KNIT,GRAY,M,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-01863,2026/09/10,新宿店,JK-001,TECH JACKET,JACKET,GRAY,M,4500,4500,2,9000,0,0.0,店舗
ORD-202609-01884,2026/09/10,大阪店,OT-001,WOOL COAT,OUTER,KHAKI,XL,6200,6200,1,6200,0,0.0,店舗
ORD-202609-01945,2026/09/10,表参道店,PT-001,SLIM PANTS,PANTS,BEIGE,XL,1800,1440,1,1440,360,0.2,店舗
ORD-202609-01972,2026/09/10,EC,AC-004,KNIT MUFFLER,ACCESSORY,KHAKI,M,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-02006,2026/09/10,EC,JK-003,QUILTED JACKET,JACKET,BEIGE,L,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-02013,2026/09/10,EC,SH-001,LOW SNEAKER,SHOES,WHITE,XL,2400,2040,1,2040,360,0.15,オンライン
ORD-202609-02016,2026/09/10,新宿店,AC-001,WOOL CAP,ACCESSORY,GRAY,M,500,500,2,1000,0,0.0,店舗
ORD-202609-02061,2026/09/10,大阪店,OT-001,WOOL COAT,OUTER,KHAKI,M,6200,6200,1,6200,0,0.0,店舗
ORD-202609-02064,2026/09/10,EC,SH-001,LOW SNEAKER,SHOES,GRAY,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02113,2026/09/10,EC,SH-001,LOW SNEAKER,SHOES,KHAKI,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02118,2026/09/10,表参道店,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02139,2026/09/10,表参道店,JK-001,TECH JACKET,JACKET,BEIGE,XL,4500,3820,1,3820,680,0.15,店舗
ORD-202609-02158,2026/09/10,EC,PT-001,SLIM PANTS,PANTS,BLACK,M,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02177,2026/09/10,大阪店,KN-001,WOOL KNIT,KNIT,WHITE,S,2500,2500,3,7500,0,0.0,店舗
ORD-202609-02180,2026/09/10,EC,SH-001,LOW SNEAKER,SHOES,GRAY,XL,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02185,2026/09/10,表参道店,BG-002,SHOULDER BAG,BAG,GRAY,L,3300,2310,1,2310,990,0.3,店舗
ORD-202609-02198,2026/09/10,EC,TP-001,BASIC TEE,TOPS,BLACK,XL,1400,980,1,980,420,0.3,オンライン
ORD-202609-02205,2026/09/10,大阪店,OT-003,MOD COAT,OUTER,NAVY,M,5200,5200,1,5200,0,0.0,店舗
ORD-202609-02214,2026/09/10,新宿店,PT-002,WIDE PANTS,PANTS,WHITE,L,1800,1530,1,1530,270,0.15,店舗
ORD-202609-02237,2026/09/10,EC,SH-001,LOW SNEAKER,SHOES,NAVY,L,2400,1680,1,1680,720,0.3,オンライン
ORD-202609-02277,2026/09/10,EC,PT-001,SLIM PANTS,PANTS,NAVY,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-02313,2026/09/10,表参道店,OT-003,MOD COAT,OUTER,BLACK,L,5200,3640,1,3640,1560,0.3,店舗
ORD-202609-02314,2026/09/10,新宿店,BG-001,TOTE BAG,BAG,BEIGE,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02347,2026/09/10,表参道店,BG-003,2WAY BAG,BAG,NAVY,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-02358,2026/09/10,大阪店,KN-004,MOCK NECK KNIT,KNIT,BEIGE,XL,2000,2000,1,2000,0,0.0,店舗
ORD-202609-02377,2026/09/10,EC,AC-003,LEATHER BELT,ACCESSORY,WHITE,L,1000,900,1,900,100,0.1,オンライン
ORD-202609-02414,2026/09/10,大阪店,KN-001,WOOL KNIT,KNIT,NAVY,S,2500,2500,1,2500,0,0.0,店舗
ORD-202609-02444,2026/09/10,EC,OT-003,MOD COAT,OUTER,BLACK,M,5200,5200,2,10400,0,0.0,オンライン
ORD-202609-02447,2026/09/10,EC,BG-003,2WAY BAG,BAG,NAVY,L,1800,1260,1,1260,540,0.3,オンライン
ORD-202609-02591,2026/09/10,大阪店,BG-001,TOTE BAG,BAG,BLACK,XL,1800,1260,1,1260,540,0.3,店舗
ORD-202609-02672,2026/09/10,表参道店,JK-001,TECH JACKET,JACKET,NAVY,S,4500,4500,1,4500,0,0.0,店舗
ORD-202609-02675,2026/09/10,EC,TP-001,BASIC TEE,TOPS,NAVY,S,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-02742,2026/09/10,EC,JK-005,MDS JACKET,JACKET,NAVY,L,4000,4000,1,4000,0,0.0,オンライン
ORD-202609-02764,2026/09/10,EC,JK-003,QUILTED JACKET,JACKET,BLACK,S,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-02784,2026/09/10,大阪店,JK-003,QUILTED JACKET,JACKET,BLACK,M,5000,4000,1,4000,1000,0.2,店舗
ORD-202609-02805,2026/09/10,EC,SH-003,CHUKKA BOOTS,SHOES,NAVY,XL,3900,3900,1,3900,0,0.0,オンライン
ORD-202609-02812,2026/09/10,EC,JK-003,QUILTED JACKET,JACKET,BEIGE,L,5000,5000,1,5000,0,0.0,オンライン
ORD-202609-02829,2026/09/10,EC,KN-003,CREW KNIT,KNIT,BLACK,M,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-02892,2026/09/10,EC,AC-002,SILK SCARF,ACCESSORY,BEIGE,L,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-02945,2026/09/10,EC,SH-001,LOW SNEAKER,SHOES,WHITE,L,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-02965,2026/09/10,新宿店,KN-002,CABLE KNIT,KNIT,KHAKI,L,2000,2000,1,2000,0,0.0,店舗
ORD-202609-02989,2026/09/10,新宿店,PT-003,TAPERED PANTS,PANTS,BLACK,L,2800,1960,1,1960,840,0.3,店舗
ORD-202609-02999,2026/09/10,EC,KN-005,COTTON KNIT,KNIT,BLACK,L,2500,2500,1,2500,0,0.0,オンライン
ORD-202609-00040,2026/09/11,新宿店,TP-002,OX SHIRT,TOPS,BLACK,M,900,900,1,900,0,0.0,店舗
ORD-202609-00055,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,GRAY,L,1800,1620,1,1620,180,0.1,オンライン
ORD-202609-00095,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,WHITE,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00108,2026/09/11,EC,BG-001,TOTE BAG,BAG,BEIGE,L,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00113,2026/09/11,大阪店,BG-001,TOTE BAG,BAG,BLACK,S,1800,1530,1,1530,270,0.15,店舗
ORD-202609-00131,2026/09/11,EC,BG-003,2WAY BAG,BAG,NAVY,L,1800,1620,3,4860,540,0.1,オンライン
ORD-202609-00186,2026/09/11,新宿店,PT-002,WIDE PANTS,PANTS,BEIGE,XL,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00196,2026/09/11,EC,KN-003,CREW KNIT,KNIT,BEIGE,XL,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-00214,2026/09/11,新宿店,KN-003,CREW KNIT,KNIT,GRAY,L,2000,2000,1,2000,0,0.0,店舗
ORD-202609-00217,2026/09/11,EC,AC-002,SILK SCARF,ACCESSORY,BEIGE,S,1000,1000,1,1000,0,0.0,オンライン
ORD-202609-00235,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,BEIGE,S,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-00252,2026/09/11,大阪店,OT-001,WOOL COAT,OUTER,GRAY,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00260,2026/09/11,新宿店,TP-001,BASIC TEE,TOPS,NAVY,XL,1400,1400,1,1400,0,0.0,店舗
ORD-202609-00292,2026/09/11,表参道店,AC-001,WOOL CAP,ACCESSORY,GRAY,S,500,350,1,350,150,0.3,店舗
ORD-202609-00296,2026/09/11,表参道店,SH-001,LOW SNEAKER,SHOES,NAVY,M,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00324,2026/09/11,EC,OT-003,MOD COAT,OUTER,GRAY,M,5200,3900,1,3900,1300,0.25,オンライン
ORD-202609-00325,2026/09/11,EC,OT-001,WOOL COAT,OUTER,BEIGE,S,6200,4650,1,4650,1550,0.25,オンライン
ORD-202609-00374,2026/09/11,EC,OT-003,MOD COAT,OUTER,GRAY,M,5200,3640,1,3640,1560,0.3,オンライン
ORD-202609-00463,2026/09/11,表参道店,SH-005,DECK SHOES,SHOES,BLACK,XL,2400,1800,1,1800,600,0.25,店舗
ORD-202609-00481,2026/09/11,新宿店,BG-003,2WAY BAG,BAG,WHITE,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00540,2026/09/11,大阪店,SH-001,LOW SNEAKER,SHOES,NAVY,S,2400,2400,1,2400,0,0.0,店舗
ORD-202609-00542,2026/09/11,新宿店,PT-005,CHINO PANTS,PANTS,BLACK,M,2300,2300,1,2300,0,0.0,店舗
ORD-202609-00550,2026/09/11,新宿店,BG-001,TOTE BAG,BAG,KHAKI,L,1800,1800,1,1800,0,0.0,店舗
ORD-202609-00562,2026/09/11,新宿店,JK-001,TECH JACKET,JACKET,BLACK,L,4500,4500,1,4500,0,0.0,店舗
ORD-202609-00612,2026/09/11,EC,AC-001,WOOL CAP,ACCESSORY,BEIGE,L,500,380,1,380,120,0.25,オンライン
ORD-202609-00645,2026/09/11,EC,TP-001,BASIC TEE,TOPS,BLACK,XL,1400,1050,1,1050,350,0.25,オンライン
ORD-202609-00680,2026/09/11,EC,OT-001,WOOL COAT,OUTER,WHITE,L,6200,5580,1,5580,620,0.1,オンライン
ORD-202609-00689,2026/09/11,大阪店,JK-003,QUILTED JACKET,JACKET,WHITE,L,5000,3500,1,3500,1500,0.3,店舗
ORD-202609-00701,2026/09/11,表参道店,AC-001,WOOL CAP,ACCESSORY,GRAY,L,500,500,1,500,0,0.0,店舗
ORD-202609-00739,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,BEIGE,S,1800,1260,1,1260,540,0.3,オンライン
ORD-202609-00762,2026/09/11,新宿店,AC-001,WOOL CAP,ACCESSORY,BLACK,S,500,500,1,500,0,0.0,店舗
ORD-202609-00782,2026/09/11,表参道店,KN-001,WOOL KNIT,KNIT,NAVY,M,2500,2000,3,6000,1500,0.2,店舗
ORD-202609-00786,2026/09/11,EC,TP-002,OX SHIRT,TOPS,BEIGE,M,900,900,2,1800,0,0.0,オンライン
ORD-202609-00878,2026/09/11,表参道店,OT-003,MOD COAT,OUTER,WHITE,S,5200,4680,1,4680,520,0.1,店舗
ORD-202609-00892,2026/09/11,大阪店,TP-001,BASIC TEE,TOPS,NAVY,M,1400,980,3,2940,1260,0.3,店舗
ORD-202609-00920,2026/09/11,新宿店,PT-002,WIDE PANTS,PANTS,WHITE,M,1800,1440,1,1440,360,0.2,店舗
ORD-202609-00974,2026/09/11,大阪店,OT-001,WOOL COAT,OUTER,NAVY,L,6200,6200,1,6200,0,0.0,店舗
ORD-202609-00975,2026/09/11,大阪店,PT-001,SLIM PANTS,PANTS,BLACK,XL,1800,1620,1,1620,180,0.1,店舗
ORD-202609-00976,2026/09/11,大阪店,AC-001,WOOL CAP,ACCESSORY,GRAY,L,500,500,1,500,0,0.0,店舗
ORD-202609-00987,2026/09/11,大阪店,JK-004,DENIM JACKET,JACKET,NAVY,M,5000,5000,1,5000,0,0.0,店舗
ORD-202609-01069,2026/09/11,新宿店,PT-001,SLIM PANTS,PANTS,WHITE,XL,1800,1800,1,1800,0,0.0,店舗
ORD-202609-01204,2026/09/11,EC,TP-001,BASIC TEE,TOPS,NAVY,M,1400,1400,1,1400,0,0.0,オンライン
ORD-202609-01205,2026/09/11,表参道店,OT-003,MOD COAT,OUTER,BLACK,S,5200,5200,1,5200,0,0.0,店舗
ORD-202609-01220,2026/09/11,大阪店,KN-001,WOOL KNIT,KNIT,GRAY,M,2500,2500,1,2500,0,0.0,店舗
ORD-202609-01228,2026/09/11,表参道店,TP-001,BASIC TEE,TOPS,GRAY,S,1400,1400,1,1400,0,0.0,店舗
ORD-202609-01236,2026/09/11,大阪店,OT-002,CHESTER COAT,OUTER,WHITE,M,6700,4690,1,4690,2010,0.3,店舗
ORD-202609-01293,2026/09/11,EC,PT-001,SLIM PANTS,PANTS,WHITE,XL,1800,1800,1,1800,0,0.0,オンライン
ORD-202609-01325,2026/09/11,EC,BG-003,2WAY BAG,BAG,WHITE,M,1800,1260,1,1260,540,0.3,オンライン
ORD-202609-01357,2026/09/11,EC,SH-003,CHUKKA BOOTS,SHOES,BEIGE,S,3900,3900,2,7800,0,0.0,オンライン
ORD-202609-01376,2026/09/11,EC,KN-002,CABLE KNIT,KNIT,NAVY,M,2000,1700,1,1700,300,0.15,オンライン
ORD-202609-01379,2026/09/11,EC,AC-001,WOOL CAP,ACCESSORY,BLACK,L,500,500,2,1000,0,0.0,オンライン
ORD-202609-01393,2026/09/11,新宿店,OT-001,WOOL COAT,OUTER,WHITE,L,6200,4340,1,4340,1860,0.3,店舗
ORD-202609-01415,2026/09/11,大阪店,JK-001,TECH JACKET,JACKET,GRAY,XL,4500,4500,2,9000,0,0.0,店舗
ORD-202609-01418,2026/09/11,EC,KN-003,CREW KNIT,KNIT,BEIGE,M,2000,2000,1,2000,0,0.0,オンライン
ORD-202609-01434,2026/09/11,EC,SH-002,SUEDE BOOTS,SHOES,BEIGE,M,2400,2400,1,2400,0,0.0,オンライン
ORD-202609-01470,2026/09/11,EC,BG-003,2WAY BAG,BAG,BLACK,M,1800,1620,1,1620,180,0.1,オンライン
ORD-202609-01505,2026/09/11,EC,OT-002,CHESTER COAT,OUTER,GRAY,XL,6700,6700,1,6700,0,0.0,オンライン
ORD-202609-01570,2026/09/11,EC,BG-001,TOTE BAG,BAG,BLACK,S,1800,1530,1,1530,270,0.15,オンライン
ORD-202609-01596,2026/09/11,EC,TP-003,BAND COLLAR SHIRT,TOPS,WHITE,L,1400,1190,2,2380,420,0.15,オンライン
